sent0	sent1	label
which harry potter movies has <e> starred in	ns:people.person.profession ?y .?y ns:fictional_universe.character_occupation.characters_with_this_occupation ?x .	0
which harry potter movies has <e> starred in	ns:people.person.profession ?y .?y ns:people.profession.people_with_this_profession ?x .	0
which harry potter movies has <e> starred in	ns:people.person.profession ?y .?y ns:common.topic.notable_types ?x .	0
which harry potter movies has <e> starred in	ns:people.person.profession ?y .?y ns:base.schemastaging.context_name.pronunciation ?x .	0
which harry potter movies has <e> starred in	ns:freebase.valuenotation.has_value ?y .?y ns:freebase.property_hints.deprecated ?x .	0
which harry potter movies has <e> starred in	ns:freebase.valuenotation.has_value ?y .?y ns:freebase.property_hints.display_none ?x .	0
which harry potter movies has <e> starred in	ns:freebase.valuenotation.has_value ?y .?y ns:type.property.unique ?x .	0
which harry potter movies has <e> starred in	ns:freebase.valuenotation.has_value ?y .?y ns:freebase.property_hints.disambiguator ?x .	0
which harry potter movies has <e> starred in	ns:freebase.valuenotation.has_value ?y .?y ns:type.object.name ?x .	0
which harry potter movies has <e> starred in	ns:tv.tv_actor.guest_roles ?y .?y ns:tv.tv_guest_role.episodes_appeared_in ?x .	0
which harry potter movies has <e> starred in	ns:tv.tv_actor.guest_roles ?y .?y ns:tv.tv_guest_role.actor ?x .	0
which harry potter movies has <e> starred in	ns:tv.tv_actor.guest_roles ?y .?y ns:type.object.type ?x .	0
what team did <e> play for first?	ns:base.daylifetopics.daylife_id.daylife_topic_name ?x .	1
what team did <e> play for first?	ns:basketball.basketball_team.team_stats ?x .	0
what team did <e> play for first?	ns:basketball.basketball_team.conference ?x .	0
what team did <e> play for first?	ns:sports.sports_team.location ?x .	0
what team did <e> play for first?	ns:sports.sports_team.roster ?x .	0
what team did <e> play for first?	ns:sports.sports_team.sport ?x .	0
which male person was the son of <e>	ns:people.person.children ?x .	1
which male person was the son of <e>	ns:people.person.date_of_birth ?x .	0
which male person was the son of <e>	ns:people.person.gender ?x .	0
which male person was the son of <e>	ns:people.person.nationality ?x .	0
which male person was the son of <e>	ns:people.deceased_person.date_of_death ?x .	0
which male person was the son of <e>	ns:people.person.place_of_birth ?x .	0
who are the cast of <e>	ns:film.film.directed_by ?x .	1
who are the cast of <e>	ns:film.film.starring ?x .	0
who are the cast of <e>	ns:tv.tv_series_episode.season_number ?x .	0
who are the cast of <e>	ns:tv.tv_series_episode.air_date ?x .	0
who are the cast of <e>	ns:tv.tv_series_episode.episode_number ?x .	0
who are the cast of <e>	ns:tv.tv_series_episode.season ?x .	0
who was the architect of the <e>?	ns:architecture.structure.architect ?x .	1
who was the architect of the <e>?	ns:architecture.structure.engineer ?x .	0
who was the architect of the <e>?	ns:user.robert.tallest.building.suceeded_by ?x .	0
who was the architect of the <e>?	ns:architecture.structure.owner ?x .	0
who was the architect of the <e>?	ns:base.architecture2.structure2.owner ?x .	0
who was the architect of the <e>?	ns:architecture.structure.architecture_firm ?x .	0
where do most immigrants in the <e> come from today?	ns:location.location.adjoin_s ?y .?y ns:location.adjoining_relationship.adjoins ?x .	1
where do most immigrants in the <e> come from today?	ns:location.location.people_born_here ?y .?y ns:people.person.nationality ?x .	0
where do most immigrants in the <e> come from today?	ns:location.location.people_born_here ?y .?y ns:people.person.ethnicity ?x .	0
where do most immigrants in the <e> come from today?	ns:location.location.people_born_here ?y .?y ns:people.person.place_of_birth ?x .	0
where do most immigrants in the <e> come from today?	ns:location.location.people_born_here ?y .?y ns:music.artist.origin ?x .	0
where do most immigrants in the <e> come from today?	ns:location.location.people_born_here ?y .?y ns:people.person.parents ?x .	0
where do most immigrants in the <e> come from today?	ns:location.statistical_region.places_imported_from ?y .?y ns:location.imports_and_exports.imported_from ?x .	0
where do most immigrants in the <e> come from today?	ns:location.statistical_region.places_imported_from ?y .?y ns:location.imports_and_exports.exported_to ?x .	0
where do most immigrants in the <e> come from today?	ns:location.statistical_region.places_imported_from ?y .?y ns:location.imports_and_exports.date ?x .	0
where do most immigrants in the <e> come from today?	ns:location.statistical_region.places_imported_from ?y .?y ns:location.imports_and_exports.currency ?x .	0
where do most immigrants in the <e> come from today?	ns:location.statistical_region.places_imported_from ?y .?y ns:location.imports_and_exports.amount ?x .	0
where do most immigrants in the <e> come from today?	ns:biology.breed_origin.breeds_originating_here ?y .?y ns:biology.animal_breed.place_of_origin ?x .	0
where do most immigrants in the <e> come from today?	ns:biology.breed_origin.breeds_originating_here ?y .?y ns:user.pjf.default_domain.chicken_breed.origin ?x .	0
where do most immigrants in the <e> come from today?	ns:biology.breed_origin.breeds_originating_here ?y .?y ns:base.petbreeds.dog_breed.cities_where_this_dog_is_popular ?x .	0
where do most immigrants in the <e> come from today?	ns:biology.breed_origin.breeds_originating_here ?y .?y ns:base.petbreeds.chicken_breed.primary_use ?x .	0
where do most immigrants in the <e> come from today?	ns:biology.breed_origin.breeds_originating_here ?y .?y ns:biology.animal_breed.breed_of ?x .	0
where do most immigrants in the <e> come from today?	ns:base.thoroughbredracing.thoroughbred_racehorse_origin.horses_from_this_location ?y .?y ns:biology.organism.parents ?x .	0
where do most immigrants in the <e> come from today?	ns:base.thoroughbredracing.thoroughbred_racehorse_origin.horses_from_this_location ?y .?y ns:biology.organism.place_of_birth ?x .	0
where do most immigrants in the <e> come from today?	ns:base.thoroughbredracing.thoroughbred_racehorse_origin.horses_from_this_location ?y .?y ns:biology.pedigreed_animal.breed ?x .	0
where do most immigrants in the <e> come from today?	ns:base.thoroughbredracing.thoroughbred_racehorse_origin.horses_from_this_location ?y .?y ns:biology.deceased_organism.place_of_death ?x .	0
where do most immigrants in the <e> come from today?	ns:base.thoroughbredracing.thoroughbred_racehorse_origin.horses_from_this_location ?y .?y ns:user.doconnor.pets.horse.breed ?x .	0
where do most immigrants in the <e> come from today?	ns:location.location.primarily_containedby ?y .?y ns:location.location.containedby ?x .	0
where do most immigrants in the <e> come from today?	ns:location.location.primarily_containedby ?y .?y ns:location.location.events ?x .	0
where do most immigrants in the <e> come from today?	ns:location.location.primarily_containedby ?y .?y ns:symbols.namesake.named_after ?x .	0
where do most immigrants in the <e> come from today?	ns:location.location.primarily_containedby ?y .?y ns:base.litcentral.focal_location.priority_species ?x .	0
where do most immigrants in the <e> come from today?	ns:location.location.primarily_containedby ?y .?y ns:common.topic.notable_for ?x .	0
which sagittarian person was the son of <e>	ns:people.person.children ?x .	1
which sagittarian person was the son of <e>	ns:people.person.parents ?x .	0
which sagittarian person was the son of <e>	ns:people.person.date_of_birth ?x .	0
which sagittarian person was the son of <e>	ns:people.person.spouse_s ?x .	0
which sagittarian person was the son of <e>	ns:people.person.gender ?x .	0
which sagittarian person was the son of <e>	ns:people.deceased_person.date_of_death ?x .	0
who is <e> of aiffs by	ns:music.album.artist ?x .	1
who is <e> of aiffs by	ns:common.topic.notable_for ?x .	0
who is <e> of aiffs by	ns:music.album.releases ?x .	0
who is <e> of aiffs by	ns:common.topic.notable_types ?x .	0
who is <e> of aiffs by	ns:music.album.release_date ?x .	0
who is <e> of aiffs by	ns:kg.object_profile.prominent_type ?x .	0
which scorpio person was the daughter of <e>	ns:people.person.children ?x .	1
which scorpio person was the daughter of <e>	ns:people.person.parents ?x .	0
which scorpio person was the daughter of <e>	ns:people.person.spouse_s ?x .	0
which scorpio person was the daughter of <e>	ns:people.person.date_of_birth ?x .	0
which scorpio person was the daughter of <e>	ns:people.person.ethnicity ?x .	0
which scorpio person was the daughter of <e>	ns:people.person.nationality ?x .	0
which tv series has <e> starred in	ns:tv.tv_actor.starring_roles ?y .?y ns:tv.regular_tv_appearance.series ?x .	1
which tv series has <e> starred in	ns:film.actor.film ?y .?y ns:film.performance.film ?x .	0
which tv series has <e> starred in	ns:film.actor.film ?y .?y ns:film.performance.character ?x .	0
which tv series has <e> starred in	ns:film.actor.film ?y .?y ns:film.performance.actor ?x .	0
which tv series has <e> starred in	ns:film.actor.film ?y .?y ns:type.object.type ?x .	0
which tv series has <e> starred in	ns:tv.tv_actor.guest_roles ?y .?y ns:tv.tv_guest_role.episodes_appeared_in ?x .	0
which tv series has <e> starred in	ns:tv.tv_actor.guest_roles ?y .?y ns:tv.tv_guest_role.actor ?x .	0
which tv series has <e> starred in	ns:tv.tv_actor.guest_roles ?y .?y ns:tv.tv_guest_role.character ?x .	0
which tv series has <e> starred in	ns:tv.tv_actor.guest_roles ?y .?y ns:type.object.type ?x .	0
which tv series has <e> starred in	ns:people.person.places_lived ?y .?y ns:people.place_lived.location ?x .	0
which tv series has <e> starred in	ns:people.person.places_lived ?y .?y ns:people.place_lived.person ?x .	0
which tv series has <e> starred in	ns:people.person.places_lived ?y .?y ns:type.object.type ?x .	0
which tv series has <e> starred in	ns:people.person.profession ?y .?y ns:fictional_universe.character_occupation.characters_with_this_occupation ?x .	0
which tv series has <e> starred in	ns:people.person.profession ?y .?y ns:base.descriptive_names.names.descriptive_name ?x .	0
which tv series has <e> starred in	ns:people.person.profession ?y .?y ns:people.profession.people_with_this_profession ?x .	0
which tv series has <e> starred in	ns:people.person.profession ?y .?y ns:base.schemastaging.context_name.pronunciation ?x .	0
which tv series has <e> starred in	ns:people.person.profession ?y .?y ns:common.topic.alias ?x .	0
what are the mountains in <e> called?	ns:location.location.partially_contains ?x .	1
what are the mountains in <e> called?	ns:location.location.containedby ?x .	0
what are the mountains in <e> called?	ns:biology.breed_origin.breeds_originating_here ?x .	0
what are the mountains in <e> called?	ns:location.location.adjoin_s ?x .	0
what are the mountains in <e> called?	ns:location.location.people_born_here ?x .	0
what are the mountains in <e> called?	ns:user.jonathanwlowe.location.city_limits.bounds_city ?x .	0
what hong kong films has <e> acted in	ns:film.actor.film ?y .?y ns:film.performance.film ?x .	1
what hong kong films has <e> acted in	ns:film.producer.film ?y .?y ns:film.film.personal_appearances ?x .	0
what hong kong films has <e> acted in	ns:film.producer.film ?y .?y ns:film.film.country ?x .	0
what hong kong films has <e> acted in	ns:film.producer.film ?y .?y ns:film.film.cinematography ?x .	0
what hong kong films has <e> acted in	ns:film.producer.film ?y .?y ns:film.film.runtime ?x .	0
what hong kong films has <e> acted in	ns:film.producer.film ?y .?y ns:film.film.genre ?x .	0
what hong kong films has <e> acted in	ns:tv.tv_actor.starring_roles ?y .?y ns:tv.regular_tv_appearance.series ?x .	0
what hong kong films has <e> acted in	ns:tv.tv_actor.starring_roles ?y .?y ns:tv.regular_tv_appearance.seasons ?x .	0
what hong kong films has <e> acted in	ns:tv.tv_actor.starring_roles ?y .?y ns:tv.regular_tv_appearance.from ?x .	0
what hong kong films has <e> acted in	ns:tv.tv_actor.starring_roles ?y .?y ns:tv.regular_tv_appearance.special_performance_type ?x .	0
what hong kong films has <e> acted in	ns:tv.tv_actor.starring_roles ?y .?y ns:tv.regular_tv_appearance.to ?x .	0
what hong kong films has <e> acted in	ns:base.schemastaging.tv_actor_extra.regular_dubbing_performances ?y .?y ns:base.schemastaging.tv_star_dubbing_performance.character ?x .	0
what hong kong films has <e> acted in	ns:base.schemastaging.tv_actor_extra.regular_dubbing_performances ?y .?y ns:base.schemastaging.tv_star_dubbing_performance.program ?x .	0
what hong kong films has <e> acted in	ns:base.schemastaging.tv_actor_extra.regular_dubbing_performances ?y .?y ns:base.schemastaging.tv_star_dubbing_performance.language ?x .	0
what hong kong films has <e> acted in	ns:base.schemastaging.tv_actor_extra.regular_dubbing_performances ?y .?y ns:base.schemastaging.tv_star_dubbing_performance.actor ?x .	0
what hong kong films has <e> acted in	ns:base.schemastaging.tv_actor_extra.regular_dubbing_performances ?y .?y ns:type.object.type ?x .	0
what hong kong films has <e> acted in	ns:film.director.film ?y .?y ns:film.film.country ?x .	0
what hong kong films has <e> acted in	ns:film.director.film ?y .?y ns:film.film.runtime ?x .	0
what hong kong films has <e> acted in	ns:film.director.film ?y .?y ns:film.film.genre ?x .	0
what hong kong films has <e> acted in	ns:film.director.film ?y .?y ns:imdb.topic.title_id ?x .	0
what hong kong films has <e> acted in	ns:film.director.film ?y .?y ns:film.film.language ?x .	0
what hong kong films has <e> acted in	ns:film.actor.dubbing_performances ?y .?y ns:film.dubbing_performance.film ?x .	0
what hong kong films has <e> acted in	ns:film.actor.dubbing_performances ?y .?y ns:film.dubbing_performance.character ?x .	0
what hong kong films has <e> acted in	ns:film.actor.dubbing_performances ?y .?y ns:film.dubbing_performance.actor ?x .	0
what hong kong films has <e> acted in	ns:film.actor.dubbing_performances ?y .?y ns:film.dubbing_performance.language ?x .	0
what hong kong films has <e> acted in	ns:film.actor.dubbing_performances ?y .?y ns:type.object.type ?x .	0
who is better britney spears or <e>?	ns:music.artist.track_contributions ?y .?y ns:music.track_contribution.contributor ?x .	1
who is better britney spears or <e>?	ns:celebrities.celebrity.celebrity_friends ?y .?y ns:celebrities.friendship.friend ?x .	0
who is better britney spears or <e>?	ns:celebrities.celebrity.celebrity_friends ?y .?y ns:type.object.type ?x .	0
who is better britney spears or <e>?	ns:base.popstra.celebrity.friendship ?y .?y ns:base.popstra.friendship.participant ?x .	0
who is better britney spears or <e>?	ns:base.popstra.celebrity.friendship ?y .?y ns:type.object.type ?x .	0
who is better britney spears or <e>?	ns:music.group_member.membership ?y .?y ns:music.group_membership.member ?x .	0
who is better britney spears or <e>?	ns:music.group_member.membership ?y .?y ns:music.group_membership.group ?x .	0
who is better britney spears or <e>?	ns:music.group_member.membership ?y .?y ns:type.object.type ?x .	0
who is better britney spears or <e>?	ns:celebrities.celebrity.sexual_relationships ?y .?y ns:celebrities.romantic_relationship.celebrity ?x .	0
who is better britney spears or <e>?	ns:celebrities.celebrity.sexual_relationships ?y .?y ns:celebrities.romantic_relationship.end_date ?x .	0
who is better britney spears or <e>?	ns:celebrities.celebrity.sexual_relationships ?y .?y ns:celebrities.romantic_relationship.relationship_type ?x .	0
who is better britney spears or <e>?	ns:celebrities.celebrity.sexual_relationships ?y .?y ns:type.object.type ?x .	0
who is better britney spears or <e>?	ns:celebrities.celebrity.sexual_relationships ?y .?y ns:celebrities.romantic_relationship.start_date ?x .	0
who is better britney spears or <e>?	ns:people.person.profession ?y .?y ns:people.profession.people_with_this_profession ?x .	0
who is better britney spears or <e>?	ns:people.person.profession ?y .?y ns:base.descriptive_names.names.descriptive_name ?x .	0
who is better britney spears or <e>?	ns:people.person.profession ?y .?y ns:common.topic.notable_for ?x .	0
who is better britney spears or <e>?	ns:people.person.profession ?y .?y ns:fictional_universe.character_occupation.characters_with_this_occupation ?x .	0
who is better britney spears or <e>?	ns:people.person.profession ?y .?y ns:common.topic.notable_types ?x .	0
who seized power in <e> in 1922?	ns:military.military_combatant.military_commanders ?y .?y ns:military.military_command.military_commander ?x .	1
who seized power in <e> in 1922?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.office_holder ?x .	0
who seized power in <e> in 1922?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.governmental_body ?x .	0
who seized power in <e> in 1922?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.appointed_by ?x .	0
who seized power in <e> in 1922?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.office_position_or_title ?x .	0
who seized power in <e> in 1922?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.jurisdiction_of_office ?x .	0
who seized power in <e> in 1922?	ns:government.governmental_jurisdiction.government ?y .?y ns:government.government.agency ?x .	0
who seized power in <e> in 1922?	ns:government.governmental_jurisdiction.government ?y .?y ns:government.government.government_for ?x .	0
who seized power in <e> in 1922?	ns:government.governmental_jurisdiction.government ?y .?y ns:royalty.chivalric_order_officer.memberships_presented ?x .	0
who seized power in <e> in 1922?	ns:government.governmental_jurisdiction.government ?y .?y ns:common.topic.notable_for ?x .	0
who seized power in <e> in 1922?	ns:government.governmental_jurisdiction.government ?y .?y ns:common.topic.notable_types ?x .	0
who seized power in <e> in 1922?	ns:government.governmental_jurisdiction.government_bodies ?y .?y ns:government.governmental_body.members ?x .	0
who seized power in <e> in 1922?	ns:government.governmental_jurisdiction.government_bodies ?y .?y ns:government.governmental_body.jurisdiction ?x .	0
who seized power in <e> in 1922?	ns:government.governmental_jurisdiction.government_bodies ?y .?y ns:government.governmental_body.body_this_is_a_component_of ?x .	0
who seized power in <e> in 1922?	ns:government.governmental_jurisdiction.government_bodies ?y .?y ns:government.governmental_body.component_bodies ?x .	0
who seized power in <e> in 1922?	ns:government.governmental_jurisdiction.government_bodies ?y .?y ns:common.topic.notable_for ?x .	0
who seized power in <e> in 1922?	ns:location.country.form_of_government ?y .?y ns:government.government.government_for ?x .	0
who seized power in <e> in 1922?	ns:location.country.form_of_government ?y .?y ns:government.form_of_government.countries ?x .	0
who seized power in <e> in 1922?	ns:location.country.form_of_government ?y .?y ns:common.topic.notable_for ?x .	0
who seized power in <e> in 1922?	ns:location.country.form_of_government ?y .?y ns:common.topic.notable_types ?x .	0
who seized power in <e> in 1922?	ns:location.country.form_of_government ?y .?y ns:kg.object_profile.prominent_type ?x .	0
who seized power in <e> in 1922?	ns:location.statistical_region.gender_balance_members_of_parliament ?y .?y ns:type.object.type ?x .	0
who seized power in <e> in 1922?	ns:location.statistical_region.gender_balance_members_of_parliament ?y .?y ns:measurement_unit.dated_percentage.rate ?x .	0
who seized power in <e> in 1922?	ns:location.statistical_region.gender_balance_members_of_parliament ?y .?y ns:measurement_unit.dated_percentage.source ?x .	0
who seized power in <e> in 1922?	ns:location.statistical_region.gender_balance_members_of_parliament ?y .?y ns:measurement_unit.dated_percentage.date ?x .	0
what was the theme of <e>	ns:book.written_work.subjects ?x .	1
what was the theme of <e>	ns:book.book.genre ?x .	0
what was the theme of <e>	ns:common.topic.description ?x .	0
what was the theme of <e>	ns:award.award_nominated_work.award_nominations ?x .	0
what was the theme of <e>	ns:common.topic.article ?x .	0
what was the theme of <e>	ns:common.topic.notable_types ?x .	0
who plays stewie griffin on <e>?	ns:tv.tv_program.program_creator ?x .	1
who plays stewie griffin on <e>?	ns:tv.tv_program.regular_cast ?x .	0
who plays stewie griffin on <e>?	ns:tv.tv_program.regular_personal_appearances ?x .	0
who plays stewie griffin on <e>?	ns:tv.tv_program.episode_running_time ?x .	0
who plays stewie griffin on <e>?	ns:tv.tv_program.number_of_seasons ?x .	0
who plays stewie griffin on <e>?	ns:tv.tv_program.multipart_episodes ?x .	0
what has mark roth starred in that <e> directed	ns:film.director.film ?x .	1
what has mark roth starred in that <e> directed	ns:film.actor.film ?x .	0
what has mark roth starred in that <e> directed	ns:film.producer.film ?x .	0
what has mark roth starred in that <e> directed	ns:film.person_or_entity_appearing_in_film.films ?x .	0
what has mark roth starred in that <e> directed	ns:tv.tv_producer.programs_produced ?x .	0
what has mark roth starred in that <e> directed	ns:film.film_story_contributor.film_story_credits ?x .	0
who was the editor of the movie <e>	ns:film.film.edited_by ?x .	1
who was the editor of the movie <e>	ns:film.film.directed_by ?x .	0
who was the editor of the movie <e>	ns:film.film.film_art_direction_by ?x .	0
who was the editor of the movie <e>	ns:film.film.written_by ?x .	0
who was the editor of the movie <e>	ns:film.film.produced_by ?x .	0
who was the editor of the movie <e>	ns:film.film.executive_produced_by ?x .	0
who was the first african american <e>?	ns:government.government_office_or_title.office_holders ?y .?y ns:government.government_position_held.office_holder ?x .	1
who was the first african american <e>?	ns:common.topic.notable_for ?y .?y ns:common.notable_for.notable_object ?x .	0
who was the first african american <e>?	ns:common.topic.notable_for ?y .?y ns:common.notable_for.display_name ?x .	0
who was the first african american <e>?	ns:common.topic.notable_for ?y .?y ns:common.notable_for.object ?x .	0
who was the first african american <e>?	ns:common.topic.notable_for ?y .?y ns:type.object.type ?x .	0
who was the first african american <e>?	ns:common.topic.notable_types ?y .?y ns:type.type.expected_by ?x .	0
who was the first african american <e>?	ns:common.topic.notable_types ?y .?y ns:common.topic.description ?x .	0
who was the first african american <e>?	ns:common.topic.notable_types ?y .?y ns:common.topic.article ?x .	0
who was the first african american <e>?	ns:common.topic.notable_types ?y .?y ns:freebase.type_profile.instance_count ?x .	0
who was the first african american <e>?	ns:common.topic.notable_types ?y .?y ns:type.object.name ?x .	0
who was the first african american <e>?	ns:common.topic.article ?y .?y ns:common.document.text ?x .	0
who was the first african american <e>?	ns:common.topic.article ?y .?y ns:type.object.type ?x .	0
which cambridge college did <e> attend	ns:people.person.education ?y .?y ns:education.education.institution ?x .	1
which cambridge college did <e> attend	ns:people.person.gender ?y .?y ns:award.award_discipline.awards_in_this_discipline ?x .	0
which cambridge college did <e> attend	ns:people.person.gender ?y .?y ns:type.object.type ?x .	0
which cambridge college did <e> attend	ns:people.person.gender ?y .?y ns:base.thoroughbredracing.thoroughbred_racehorse_sex.horses_of_this_sex ?x .	0
which cambridge college did <e> attend	ns:people.person.gender ?y .?y ns:base.gender.gender_identity.people ?x .	0
which cambridge college did <e> attend	ns:people.person.gender ?y .?y ns:medicine.risk_factor.diseases ?x .	0
which cambridge college did <e> attend	ns:common.topic.notable_for ?y .?y ns:type.object.type ?x .	0
which cambridge college did <e> attend	ns:common.topic.notable_for ?y .?y ns:common.notable_for.notable_object ?x .	0
which cambridge college did <e> attend	ns:common.topic.notable_for ?y .?y ns:common.notable_for.object ?x .	0
which cambridge college did <e> attend	ns:common.topic.notable_for ?y .?y ns:common.notable_for.display_name ?x .	0
who was <e> in episode 3?	ns:film.film_character.portrayed_in_films ?y .?y ns:film.performance.actor ?x .	1
who was <e> in episode 3?	ns:fictional_universe.fictional_character.occupation ?y .?y ns:fictional_universe.character_occupation.characters_with_this_occupation ?x .	0
who was <e> in episode 3?	ns:fictional_universe.fictional_character.occupation ?y .?y ns:people.profession.people_with_this_profession ?x .	0
who was <e> in episode 3?	ns:fictional_universe.fictional_character.occupation ?y .?y ns:people.profession.specializations ?x .	0
who was <e> in episode 3?	ns:fictional_universe.fictional_character.occupation ?y .?y ns:people.profession.specialization_of ?x .	0
who was <e> in episode 3?	ns:fictional_universe.fictional_character.occupation ?y .?y ns:base.descriptive_names.names.descriptive_name ?x .	0
who was <e> in episode 3?	ns:tv.tv_character.appeared_in_tv_program ?y .?y ns:tv.regular_tv_appearance.character ?x .	0
who was <e> in episode 3?	ns:tv.tv_character.appeared_in_tv_program ?y .?y ns:tv.regular_tv_appearance.actor ?x .	0
who was <e> in episode 3?	ns:tv.tv_character.appeared_in_tv_program ?y .?y ns:tv.regular_tv_appearance.to ?x .	0
who was <e> in episode 3?	ns:tv.tv_character.appeared_in_tv_program ?y .?y ns:tv.regular_tv_appearance.from ?x .	0
who was <e> in episode 3?	ns:tv.tv_character.appeared_in_tv_program ?y .?y ns:tv.regular_tv_appearance.special_performance_type ?x .	0
who was <e> in episode 3?	ns:fictional_universe.fictional_character.has_possessed ?y .?y ns:fictional_universe.fictional_object.destroyer ?x .	0
who was <e> in episode 3?	ns:fictional_universe.fictional_character.has_possessed ?y .?y ns:fictional_universe.fictional_object.destroyed_by ?x .	0
who was <e> in episode 3?	ns:fictional_universe.fictional_character.has_possessed ?y .?y ns:fictional_universe.fictional_object.owner ?x .	0
who was <e> in episode 3?	ns:fictional_universe.fictional_character.has_possessed ?y .?y ns:common.topic.notable_for ?x .	0
who was <e> in episode 3?	ns:fictional_universe.fictional_character.has_possessed ?y .?y ns:fictional_universe.fictional_object.featured_in_fictional_universe ?x .	0
who was <e> in episode 3?	ns:user.jschell.default_domain.fictional_character.alter_ego ?y .?y ns:fictional_universe.fictional_character.occupation ?x .	0
who was <e> in episode 3?	ns:user.jschell.default_domain.fictional_character.alter_ego ?y .?y ns:tv.tv_character.appeared_in_tv_program ?x .	0
who was <e> in episode 3?	ns:user.jschell.default_domain.fictional_character.alter_ego ?y .?y ns:fictional_universe.fictional_character.has_possessed ?x .	0
who was <e> in episode 3?	ns:user.jschell.default_domain.fictional_character.alter_ego ?y .?y ns:user.jschell.default_domain.fictional_character.alter_ego ?x .	0
who was <e> in episode 3?	ns:user.jschell.default_domain.fictional_character.alter_ego ?y .?y ns:fictional_universe.fictional_character.character_created_by ?x .	0
who was <e> in episode 3?	ns:fictional_universe.fictional_character.character_created_by ?y .?y ns:tv.tv_actor.starring_roles ?x .	0
who was <e> in episode 3?	ns:fictional_universe.fictional_character.character_created_by ?y .?y ns:people.person.profession ?x .	0
who was <e> in episode 3?	ns:fictional_universe.fictional_character.character_created_by ?y .?y ns:tv.tv_personality.tv_regular_appearances ?x .	0
who was <e> in episode 3?	ns:fictional_universe.fictional_character.character_created_by ?y .?y ns:film.actor.film ?x .	0
who was <e> in episode 3?	ns:fictional_universe.fictional_character.character_created_by ?y .?y ns:tv.tv_actor.guest_roles ?x .	0
what has satish shah starred in that <e> directed	ns:award.award_winner.awards_won ?y .?y ns:award.award_honor.honored_for ?x .	1
what has satish shah starred in that <e> directed	ns:film.actor.film ?y .?y ns:film.performance.film ?x .	0
what has satish shah starred in that <e> directed	ns:film.actor.film ?y .?y ns:film.performance.actor ?x .	0
what has satish shah starred in that <e> directed	ns:film.actor.film ?y .?y ns:type.object.type ?x .	0
what has satish shah starred in that <e> directed	ns:film.producer.film ?y .?y ns:film.film.film_series ?x .	0
what has satish shah starred in that <e> directed	ns:film.producer.film ?y .?y ns:film.film.personal_appearances ?x .	0
what has satish shah starred in that <e> directed	ns:film.producer.film ?y .?y ns:film.film.country ?x .	0
what has satish shah starred in that <e> directed	ns:film.producer.film ?y .?y ns:film.film.cinematography ?x .	0
what has satish shah starred in that <e> directed	ns:film.producer.film ?y .?y ns:film.film.directed_by ?x .	0
what has satish shah starred in that <e> directed	ns:film.director.film ?y .?y ns:film.film.country ?x .	0
what has satish shah starred in that <e> directed	ns:film.director.film ?y .?y ns:film.film.cinematography ?x .	0
what has satish shah starred in that <e> directed	ns:film.director.film ?y .?y ns:film.film.directed_by ?x .	0
what has satish shah starred in that <e> directed	ns:film.director.film ?y .?y ns:film.film.runtime ?x .	0
what has satish shah starred in that <e> directed	ns:film.director.film ?y .?y ns:film.film.story_by ?x .	0
what has satish shah starred in that <e> directed	ns:film.film_story_contributor.film_story_credits ?y .?y ns:film.film.film_series ?x .	0
what has satish shah starred in that <e> directed	ns:film.film_story_contributor.film_story_credits ?y .?y ns:film.film.country ?x .	0
what has satish shah starred in that <e> directed	ns:film.film_story_contributor.film_story_credits ?y .?y ns:film.film.cinematography ?x .	0
what has satish shah starred in that <e> directed	ns:film.film_story_contributor.film_story_credits ?y .?y ns:film.film.directed_by ?x .	0
what has satish shah starred in that <e> directed	ns:film.film_story_contributor.film_story_credits ?y .?y ns:film.film.runtime ?x .	0
what has satish shah starred in that <e> directed	ns:film.writer.film ?y .?y ns:film.film.country ?x .	0
what has satish shah starred in that <e> directed	ns:film.writer.film ?y .?y ns:film.film.cinematography ?x .	0
what has satish shah starred in that <e> directed	ns:film.writer.film ?y .?y ns:film.film.directed_by ?x .	0
what has satish shah starred in that <e> directed	ns:film.writer.film ?y .?y ns:film.film.runtime ?x .	0
what has satish shah starred in that <e> directed	ns:film.writer.film ?y .?y ns:film.film.film_festivals ?x .	0
which book did <e> write in 1995	ns:book.author.book_editions_published ?x .	1
which book did <e> write in 1995	ns:book.author.works_written ?x .	0
which book did <e> write in 1995	ns:book.author.series_written_or_contributed_to ?x .	0
which book did <e> write in 1995	ns:base.nobelprizes.nobel_prize_winner.nobel_honor ?x .	0
which book did <e> write in 1995	ns:film.film_story_contributor.film_story_credits ?x .	0
which book did <e> write in 1995	ns:award.award_winner.awards_won ?x .	0
who was the editor of the movie <e>	ns:film.film.edited_by ?x .	1
who was the editor of the movie <e>	ns:film.film.directed_by ?x .	0
who was the editor of the movie <e>	ns:film.film.film_art_direction_by ?x .	0
who was the editor of the movie <e>	ns:film.film.written_by ?x .	0
who was the editor of the movie <e>	ns:film.film.produced_by ?x .	0
who was the editor of the movie <e>	ns:film.film.executive_produced_by ?x .	0
